City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
154,tabas,33.5959,56.9244,286.27,22,0,2.06,IR,1707496640
155,carnarvon,-24.8667,113.6333,301.77,49,0,9.13,AU,1707496641
156,miranda,3.2499,-76.2281,300.22,60,83,1.83,CO,1707496641
157,thompson,55.7435,-97.8558,256.24,85,100,4.12,CA,1707496641
158,acarau,-2.8856,-40.12,304.91,60,46,8.03,BR,1707496642
159,san andres,12.5847,-81.7006,302.16,54,20,4.12,CO,1707496638
160,tomatlan,19.9333,-105.25,299.96,54,3,1.59,MX,1707496643
161,nabire,-3.3667,135.4833,299.51,87,100,0.67,ID,1707496643
162,encinitas,33.037,-117.292,284.85,93,40,1.54,US,1707496491
163,zapala,-38.8992,-70.0544,300.57,27,0,7.11,AR,1707496644
164,tamanrasset,22.785,5.5228,297.1,9,0,2.57,DZ,1707496644
165,yigo village,13.5361,144.8886,298.77,76,20,6.69,GU,1707496645
166,carloforte,39.145,8.3058,288.83,72,100,1.8,IT,1707496645
167,aripuana,-9.1667,-60.6333,301.05,73,100,1.24,BR,1707496447
168,fuglafjordur,62.244,-6.814,273.41,82,100,8.99,FO,1707496646
169,coahuayana de hidalgo,18.7,-103.6583,301.52,47,3,1.43,MX,1707496646
170,posto fiscal rolim de moura,-13.0833,-62.2667,307.84,45,67,2.04,BR,1707496554
171,gwadar,25.1216,62.3254,294.75,60,0,3.81,PK,1707496647
172,nantucket,41.2835,-70.0995,277.23,81,100,4.63,US,1707496476
173,codrington,-38.2667,141.9667,287.19,74,89,6.03,AU,1707496648
174,bowen,-20.0167,148.2333,298.88,76,68,5.18,AU,1707496525
175,emerald,-23.5333,148.1667,296.67,74,56,4.38,AU,1707496648
176,malindi,-3.2175,40.1191,302.24,74,20,7.2,KE,1707496649
177,kerikeri,-35.2268,173.9474,292.54,92,92,1.4,NZ,1707496649
178,pointe aux piments,-20.0628,57.5131,300.66,73,99,10.21,MU,1707496649
179,amahai,-3.3333,128.9167,299.32,86,75,2.84,ID,1707496650
180,maridi,4.9158,29.4742,303.34,33,63,0.13,SS,1707496650
181,rutana,-3.8667,30.1,289.33,89,56,0.62,BI,1707496651
182,colonia,50.9333,6.95,286.46,77,0,3.09,DE,1707496651
183,udachny,66.4167,112.4,241.73,74,100,1.33,RU,1707496651
184,bereket,39.2446,55.5154,287.16,38,19,6.06,TM,1707496652
185,badger,64.8,-147.5333,261.68,82,20,0.0,US,1707496652
186,komsomolets,53.7453,62.0708,260.27,83,7,7.04,KZ,1707496652
187,tommot,58.9564,126.2925,241.9,100,94,0.55,RU,1707496653
188,whitehorse,60.7161,-135.0538,259.27,82,100,11.32,CA,1707496653
189,kuching,1.55,110.3333,300.95,96,40,1.54,MY,1707496369
190,raychikhinsk,49.7838,129.4121,245.73,100,64,0.62,RU,1707496654
191,yarmouth,41.7057,-70.2286,277.57,84,100,2.06,US,1707496655
192,bazarak,35.3129,69.5152,269.96,52,5,4.34,AF,1707496655
193,aasiaat,68.7098,-52.8699,255.75,81,100,9.56,GL,1707496655
194,guerrero negro,27.9769,-114.0611,287.27,61,100,5.98,MX,1707496182
195,hailar,49.2,119.7,247.06,100,67,2.28,CN,1707496656
196,wewak,-3.5534,143.6268,298.73,89,100,3.4,PG,1707496656
197,talnakh,69.4865,88.3972,248.83,81,77,2.55,RU,1707496657
198,rancho palos verdes,33.7445,-118.387,285.0,93,40,2.24,US,1707496657
199,happy valley-goose bay,53.3168,-60.3315,270.32,68,75,3.09,CA,1707496657
200,broken hill,-31.95,141.4333,297.01,29,0,6.2,AU,1707496658
201,gadzhiyevo,69.2551,33.3362,255.45,96,100,2.48,RU,1707496658
202,fiambala,-27.6871,-67.6149,301.82,42,1,4.7,AR,1707496658
203,moussoro,13.6408,16.4901,299.73,8,7,3.87,TD,1707496659
204,inhapim,-19.5492,-42.12,302.48,63,28,4.3,BR,1707496659
205,tres arroyos,-38.3739,-60.2798,295.02,90,100,4.12,AR,1707496660
206,al qubbah,32.7616,22.2424,283.83,79,0,4.71,LY,1707496660
207,bardai,11.65,7.2333,303.48,12,33,3.53,NG,1707496661
208,eyl,7.9803,49.8164,298.31,78,10,9.21,SO,1707496661
209,yaren,-0.5472,166.916,301.27,75,91,4.63,NR,1707496661
210,invercargill,-46.4,168.35,285.94,73,100,2.24,NZ,1707496662
211,saint-joseph,-21.3667,55.6167,300.36,82,100,6.88,RE,1707496662
212,lihue,21.9789,-159.3672,293.92,88,100,3.6,US,1707496662
213,diboll,31.1871,-94.781,294.44,86,100,3.63,US,1707496663
214,muroto-misakicho,33.2833,134.15,282.72,66,21,2.57,JP,1707496663
215,acapetahua,15.2833,-92.7,304.63,38,5,3.39,MX,1707496663
216,sirte,31.2089,16.5887,291.37,42,43,3.53,LY,1707496664
217,flying fish cove,-10.4217,105.6791,299.97,89,75,3.09,CX,1707496664
218,walvis bay,-22.9575,14.5053,299.68,50,91,4.63,NA,1707496665
219,lubang,13.8584,120.124,299.44,76,18,7.49,PH,1707496665
220,somerset east,-32.7217,25.588,291.42,69,0,7.07,ZA,1707496665
221,bengkulu,-3.8004,102.2655,298.03,91,96,1.75,ID,1707496666
222,jackson,42.4165,-122.8345,276.7,91,100,0.0,US,1707496666
223,torghay,49.6339,63.4981,269.56,83,100,6.15,KZ,1707496666
224,aars,56.804,9.5144,272.94,89,100,10.03,DK,1707496667
225,taltal,-25.4,-70.4833,296.56,73,23,2.55,CL,1707496667
226,zaraza,9.3503,-65.3245,307.13,42,80,2.23,VE,1707496667
227,punta arenas,-53.15,-70.9167,286.21,67,75,6.17,CL,1707496668
228,daru,-9.0763,143.2092,298.43,87,89,1.82,PG,1707496668
229,coquimbo,-29.9533,-71.3436,294.0,83,40,5.66,CL,1707496668
230,vilaka,57.1846,27.6722,259.84,95,23,2.24,LV,1707496669
231,roses,42.262,3.1769,289.32,59,80,2.24,ES,1707496669
232,katsuura,35.1333,140.3,281.03,84,77,3.77,JP,1707496669
233,xinshi,31.047,113.141,276.68,90,33,1.7,CN,1707496670
234,nemuro,43.3236,145.575,268.44,78,100,0.61,JP,1707496670
235,dixon,38.4455,-121.8233,279.42,96,75,0.0,US,1707496671
236,narvik,68.4384,17.4272,269.82,76,85,4.16,NO,1707496671
237,ulladulla,-35.35,150.4667,292.08,70,82,6.41,AU,1707496671
238,bondoukou,8.0333,-2.8,309.4,8,10,2.67,CI,1707496672
239,urangan,-25.3,152.9,296.59,89,32,2.68,AU,1707496672
240,mandalgovi,45.7625,106.2708,257.27,74,80,4.46,MN,1707496672
241,milford haven,51.7128,-5.0341,282.96,94,79,4.89,GB,1707496673
242,yelizovo,53.1873,158.3805,261.23,56,75,3.0,RU,1707496673
243,fisterra,42.9049,-9.2629,284.68,83,100,9.24,ES,1707496674
244,kill devil hills,36.0307,-75.676,283.15,86,40,2.06,US,1707496674
245,rabo de peixe,37.8,-25.5833,290.92,99,20,7.2,PT,1707496674
246,erenhot,43.6475,111.9767,254.51,94,10,1.66,CN,1707496675
247,sale,34.0389,-6.8166,289.61,100,75,8.23,MA,1707496675
248,fuling,29.7022,107.3919,281.53,76,91,1.06,CN,1707496675
249,weno,7.4515,151.8468,300.45,69,100,8.2,FM,1707496676
250,atraulia,26.3333,82.95,285.2,42,0,1.4,IN,1707496676
